epoch,iteration,train_loss,test_loss,learning_rate
0,0,5.720227241516113,5.709722518920898,0.01
0,8,4.634833335876465,4.775456428527832,0.01
0,16,4.271381378173828,4.364192008972168,0.01
0,24,4.231927871704102,4.357461452484131,0.01
1,40,3.8504931926727295,3.970247745513916,0.0095
1,48,3.77762508392334,3.8685359954833984,0.0095
1,56,3.742449998855591,3.8484530448913574,0.0095
2,72,3.6283349990844727,3.7524209022521973,0.009025
2,80,3.6119608879089355,3.7187414169311523,0.009025
2,88,3.605534791946411,3.720144271850586,0.009025
3,104,3.526672840118408,3.6647205352783203,0.00857375
3,112,3.5150134563446045,3.635037899017334,0.00857375
3,120,3.5225131511688232,3.6395187377929688,0.00857375
4,136,3.433117389678955,3.5802860260009766,0.0081450625
4,144,3.424229621887207,3.55074143409729,0.0081450625
4,152,3.456226348876953,3.577772617340088,0.0081450625
5,168,3.347871780395508,3.5025558471679688,0.007737809374999999
5,176,3.336831569671631,3.4706411361694336,0.007737809374999999
5,184,3.3438735008239746,3.4733238220214844,0.007737809374999999
6,200,3.241243600845337,3.405519962310791,0.007350918906249998
6,208,3.2285327911376953,3.374951124191284,0.007350918906249998
6,216,3.2375826835632324,3.376605987548828,0.007350918906249998
7,232,3.152390956878662,3.3213534355163574,0.006983372960937498
7,240,3.14404296875,3.300417423248291,0.006983372960937498
7,248,3.166487216949463,3.3105621337890625,0.006983372960937498
8,264,3.086289882659912,3.2574007511138916,0.006634204312890623
8,272,3.079881191253662,3.243319511413574,0.006634204312890623
8,280,3.09506893157959,3.246157646179199,0.006634204312890623
9,296,3.0228919982910156,3.2031431198120117,0.006302494097246091
9,304,3.0225203037261963,3.188546657562256,0.006302494097246091
9,312,3.047795295715332,3.1988961696624756,0.006302494097246091
10,328,2.9698033332824707,3.1547446250915527,0.005987369392383786
10,336,2.970180034637451,3.139439105987549,0.005987369392383786
10,344,3.001530647277832,3.1620097160339355,0.005987369392383786
11,360,2.9278359413146973,3.1189794540405273,0.005688000922764597
11,368,2.9327120780944824,3.108752727508545,0.005688000922764597
11,376,2.9712724685668945,3.1346256732940674,0.005688000922764597
12,392,2.8965578079223633,3.0918993949890137,0.005403600876626367
12,400,2.900911808013916,3.080310344696045,0.005403600876626367
12,408,2.9502649307250977,3.1189470291137695,0.005403600876626367
13,424,2.887495517730713,3.0833070278167725,0.005133420832795048
13,432,2.8919615745544434,3.070481061935425,0.005133420832795048
13,440,2.9163970947265625,3.083332061767578,0.005133420832795048
14,456,2.8579084873199463,3.0549230575561523,0.0048767497911552955
14,464,2.86104679107666,3.0493063926696777,0.0048767497911552955
14,472,2.882258415222168,3.0582218170166016,0.0048767497911552955
15,488,2.8340818881988525,3.0392465591430664,0.00463291230159753
15,496,2.837070941925049,3.0299220085144043,0.00463291230159753
15,504,2.862847328186035,3.0441808700561523,0.00463291230159753
16,520,2.818328380584717,3.024296760559082,0.0044012666865176535
16,528,2.8186192512512207,3.0155210494995117,0.0044012666865176535
16,536,2.840301513671875,3.030123233795166,0.0044012666865176535
17,552,2.8022804260253906,3.0150017738342285,0.004181203352191771
17,560,2.805661678314209,3.006855010986328,0.004181203352191771
17,568,2.828507423400879,3.0221495628356934,0.004181203352191771
18,584,2.7939701080322266,3.003708839416504,0.003972143184582182
18,592,2.7948896884918213,2.9957618713378906,0.003972143184582182
18,600,2.8134381771087646,3.0098471641540527,0.003972143184582182
19,616,2.7796223163604736,2.9976377487182617,0.0037735360253530726
19,624,2.784337043762207,2.9916834831237793,0.0037735360253530726
19,632,2.804741859436035,3.0083107948303223,0.0037735360253530726
20,648,2.7681047916412354,2.988187074661255,0.0035848592240854188
20,656,2.7708241939544678,2.9826149940490723,0.0035848592240854188
20,664,2.7895214557647705,2.994187116622925,0.0035848592240854188
21,680,2.75566029548645,2.9774365425109863,0.0034056162628811476
21,688,2.7565789222717285,2.970465660095215,0.0034056162628811476
21,696,2.774014472961426,2.982804775238037,0.0034056162628811476
22,712,2.7447190284729004,2.9692373275756836,0.0032353354497370902
22,720,2.748507499694824,2.9632961750030518,0.0032353354497370902
22,728,2.764989137649536,2.9760026931762695,0.0032353354497370902
23,744,2.735072374343872,2.963357448577881,0.0030735686772502355
23,752,2.7387547492980957,2.9580764770507812,0.0030735686772502355
23,760,2.752774477005005,2.9674432277679443,0.0030735686772502355
24,776,2.726355791091919,2.9567060470581055,0.0029198902433877237
24,784,2.7308335304260254,2.9523444175720215,0.0029198902433877237
24,792,2.746232032775879,2.9614059925079346,0.0029198902433877237
25,808,2.7206525802612305,2.951650619506836,0.0027738957312183374
25,816,2.726982355117798,2.948148727416992,0.0027738957312183374
25,824,2.736481189727783,2.9568705558776855,0.0027738957312183374
26,840,2.7132740020751953,2.945232391357422,0.0026352009446574203
26,848,2.7188210487365723,2.942518711090088,0.0026352009446574203
26,856,2.7293405532836914,2.9514265060424805,0.0026352009446574203
27,872,2.7072291374206543,2.942646026611328,0.002503440897424549
27,880,2.7108771800994873,2.9396026134490967,0.002503440897424549
27,888,2.723817825317383,2.94913387298584,0.002503440897424549
28,904,2.7004408836364746,2.936450481414795,0.0023782688525533216
28,912,2.7060937881469727,2.9348795413970947,0.0023782688525533216
28,920,2.7178401947021484,2.9438915252685547,0.0023782688525533216
29,936,2.695542335510254,2.9339170455932617,0.0022593554099256553
29,944,2.7014894485473633,2.9298129081726074,0.0022593554099256553
29,952,2.7134757041931152,2.9391770362854004,0.0022593554099256553
30,968,2.69130277633667,2.9302878379821777,0.0021463876394293723
30,976,2.695761203765869,2.926508903503418,0.0021463876394293723
30,984,2.7051234245300293,2.934110641479492,0.0021463876394293723
31,1000,2.686089515686035,2.9264779090881348,0.0020390682574579037
31,1008,2.6918773651123047,2.922743797302246,0.0020390682574579037
31,1016,2.700376033782959,2.929790496826172,0.0020390682574579037
32,1032,2.6828768253326416,2.9248580932617188,0.0019371148445850085
32,1040,2.6876721382141113,2.9212703704833984,0.0019371148445850085
32,1048,2.6960883140563965,2.9277889728546143,0.0019371148445850085
33,1064,2.6794991493225098,2.9218015670776367,0.0018402591023557579
33,1072,2.682755708694458,2.918313503265381,0.0018402591023557579
33,1080,2.6920053958892822,2.9248533248901367,0.0018402591023557579
34,1096,2.675022602081299,2.918820858001709,0.0017482461472379698
34,1104,2.6779985427856445,2.9163591861724854,0.0017482461472379698
34,1112,2.6849284172058105,2.9201087951660156,0.0017482461472379698
35,1128,2.671391725540161,2.9174721240997314,0.0016608338398760713
35,1136,2.6746034622192383,2.9153506755828857,0.0016608338398760713
35,1144,2.681828737258911,2.918468475341797,0.0016608338398760713
36,1160,2.668788433074951,2.91603684425354,0.0015777921478822676
36,1168,2.673133373260498,2.913839817047119,0.0015777921478822676
36,1176,2.678210735321045,2.9151549339294434,0.0015777921478822676
37,1192,2.665931224822998,2.912572145462036,0.001498902540488154
37,1200,2.669407606124878,2.9108476638793945,0.001498902540488154
37,1208,2.6766462326049805,2.91278076171875,0.001498902540488154
38,1224,2.6633894443511963,2.9093830585479736,0.0014239574134637463
38,1232,2.6651501655578613,2.9077188968658447,0.0014239574134637463
38,1240,2.6727676391601562,2.910315752029419,0.0014239574134637463
39,1256,2.65934419631958,2.907390594482422,0.0013527595427905588
39,1264,2.662029504776001,2.9058308601379395,0.0013527595427905588
39,1272,2.666630506515503,2.9062862396240234,0.0013527595427905588
40,1288,2.656865119934082,2.905195951461792,0.0012851215656510308
40,1296,2.658707857131958,2.9041969776153564,0.0012851215656510308
40,1304,2.6651134490966797,2.9063494205474854,0.0012851215656510308
41,1320,2.6540660858154297,2.902316093444824,0.0012208654873684791
41,1328,2.656442880630493,2.90087890625,0.0012208654873684791
41,1336,2.662454605102539,2.9029431343078613,0.0012208654873684791
42,1352,2.6532375812530518,2.9008631706237793,0.0011598222130000551
42,1360,2.653676986694336,2.899686336517334,0.0011598222130000551
42,1368,2.658903121948242,2.9014387130737305,0.0011598222130000551
43,1384,2.6514744758605957,2.899663209915161,0.0011018311023500522
43,1392,2.651679515838623,2.8984291553497314,0.0011018311023500522
43,1400,2.6548452377319336,2.8996520042419434,0.0011018311023500522
44,1416,2.6493475437164307,2.898115396499634,0.0010467395472325495
44,1424,2.65047287940979,2.8974761962890625,0.0010467395472325495
44,1432,2.6552321910858154,2.899304151535034,0.0010467395472325495
45,1448,2.648016929626465,2.897001266479492,0.000994402569870922
45,1456,2.6482303142547607,2.8959600925445557,0.000994402569870922
45,1464,2.652683734893799,2.897334575653076,0.000994402569870922
46,1480,2.6465916633605957,2.894831895828247,0.0009446824413773759
46,1488,2.6472530364990234,2.89483380317688,0.0009446824413773759
46,1496,2.650692939758301,2.895599842071533,0.0009446824413773759
47,1512,2.64457368850708,2.8936502933502197,0.0008974483193085071
47,1520,2.6448311805725098,2.8930790424346924,0.0008974483193085071
47,1528,2.6488542556762695,2.8942182064056396,0.0008974483193085071
48,1544,2.6430509090423584,2.8923587799072266,0.0008525759033430817
48,1552,2.6430857181549072,2.8917133808135986,0.0008525759033430817
48,1560,2.64656925201416,2.8928492069244385,0.0008525759033430817
49,1576,2.6414430141448975,2.8914828300476074,0.0008099471081759276
49,1584,2.641197681427002,2.891746997833252,0.0008099471081759276
49,1592,2.6450374126434326,2.8917617797851562,0.0008099471081759276
50,1608,2.6402244567871094,2.890118360519409,0.0007694497527671312
50,1616,2.6404032707214355,2.8904366493225098,0.0007694497527671312
50,1624,2.642911672592163,2.8902995586395264,0.0007694497527671312
51,1640,2.6383461952209473,2.8884758949279785,0.0007309772651287747
51,1648,2.6388580799102783,2.889383554458618,0.0007309772651287747
51,1656,2.640425205230713,2.888972282409668,0.0007309772651287747
52,1672,2.636920928955078,2.8884177207946777,0.0006944284018723359
52,1680,2.6377620697021484,2.888686180114746,0.0006944284018723359
52,1688,2.639709234237671,2.8889455795288086,0.0006944284018723359
53,1704,2.6359987258911133,2.8868112564086914,0.0006597069817787191
53,1712,2.6357829570770264,2.8872551918029785,0.0006597069817787191
53,1720,2.6382803916931152,2.8878324031829834,0.0006597069817787191
54,1736,2.6349778175354004,2.8865103721618652,0.0006267216326897832
54,1744,2.6345887184143066,2.886256694793701,0.0006267216326897832
54,1752,2.635958194732666,2.886935234069824,0.0006267216326897832
55,1768,2.6331260204315186,2.8865509033203125,0.000595385551055294
55,1776,2.635321617126465,2.8859763145446777,0.000595385551055294
55,1784,2.6356091499328613,2.8859152793884277,0.000595385551055294
56,1800,2.6325061321258545,2.884960174560547,0.0005656162735025292
56,1808,2.6332361698150635,2.884599208831787,0.0005656162735025292
56,1816,2.634521484375,2.885617971420288,0.0005656162735025292
57,1832,2.6308069229125977,2.884690284729004,0.0005373354598274027
57,1840,2.632326126098633,2.884366750717163,0.0005373354598274027
57,1848,2.633251667022705,2.884979486465454,0.0005373354598274027
58,1864,2.6306800842285156,2.8838281631469727,0.0005104686868360325
58,1872,2.6321563720703125,2.8835086822509766,0.0005104686868360325
58,1880,2.6322827339172363,2.883946418762207,0.0005104686868360325
59,1896,2.629807949066162,2.8836703300476074,0.0004849452524942309
59,1904,2.6312928199768066,2.882460117340088,0.0004849452524942309
59,1912,2.631619453430176,2.8831169605255127,0.0004849452524942309
